"Identification de la station","Nom de la station","Province/Territoire","Bassin","Latitude","Longitude","Agence d'exploitation","Calendrier d'opération","Mois de début","Mois de fin","Status"
"02OA057","ANGLAIS (RIVIERE DES) À 1,1 KM EN AVAL DU PONT-ROUTE À TRÈS-SAINT-SACREMENT","QC","02","45.17500","-73.84500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA059","ANGLAIS (RIVIERE DES) A HOWICK","QC","02","45.18333","-73.84528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA060","OUTARDES EST (RIVIERE AUX) PRES DE ANDERSONS CORNERS","QC","02","45.07778","-74.04056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OA061","OUTARDES EST (RIVIERE AUX) PRES DE LA RIVIERE AUX OUTARDES","QC","02","45.09889","-74.06472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OA062","TROUT (RIVIERE) A KELVINGROVE","QC","02","45.05056","-74.23278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA065","MILLE ILES (RIVIERE DES) A SAINTE-ROSE","QC","02","45.53333","-73.88278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers","JAN","DEC","Fermée"
"02OA069","PRAIRIES (RIVIERE DES) A SAINTE-GENEVIEVE-DE-PIERREFONDS","QC","02","45.47972","-73.87444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","JAN","DEC","Fermée"
"02OA072","PRAIRIES (RIVIERE DES) A LA CENTRALE DES PRAIRIES","QC","02","45.58944","-73.65778","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OA075","PRAIRIES (RIVIERE DES) A SAINT-VINCENT DE PAUL","QC","02","45.61194","-73.64167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA076","PRAIRIES (RIVIERE DES) A L'ILE MAHEU","QC","02","45.68083","-73.54806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA078","BELLE RIVIERE (LA) PRES DE LA RIVIERE DU CHENE","QC","02","45.61611","-74.10361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA079","PETITE RIVIERE (LA) PRES DE LA RIVIERE DU CHENE","QC","02","45.57667","-74.01139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA080","CHENE (RIVIERE DU) A LA FRESNIERE","QC","02","45.56028","-73.97778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA081","CHENE (RIVIERE DU) PRES DE L'EMBOUCHURE","QC","02","45.55778","-73.89583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA082","MASCOUCHE (RIVIERE) EN AVAL DE LA RIVIERE SAINT-PIERRE","QC","02","45.76083","-73.63083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA083","MASCOUCHE (RIVIERE) PRES DE LA RIVIERE SAINT-PIERRE","QC","02","45.76111","-73.63417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA085","NORTON (RUISSEAU) AU BARRAGE A SAINT-CLOTHILDE","QC","02","45.14889","-73.67639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA087","CHATEAUGUAY (RIVIERE) PRES DE ATHELSTAN","QC","02","45.03472","-74.18417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA088","MILLE-ILES (RIVIERE DES) AU BARRAGE DE TERREBONNE","QC","02","45.69306","-73.64944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA090","QUINCHIEN (RIVIERE) A DORION","QC","02","45.38833","-74.05083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA091","RAQUETTE (RIVIERE A LA)","QC","02","45.45750","-74.22944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA092","CHENE (RIVIERE DU)","QC","02","45.56028","-73.91972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OA094","MILLE ÎLES (RIVIÈRE DES) À BARRAGE DU GRAND-MOULIN","QC","02","45.53320","-73.88240","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA095","MILLE-ÎLES (RIVIÈRE DES)  EN AVAL DU BARRAGE GRAND-MOULIN À DEUX-MONTAGNES","QC","02","45.53320","-73.88240","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA096","SAINT-LAURENT (FLEUVE) EN AVAL DE MONTREAL","QC","02","45.70778","-73.45889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA102","DES MILLES-ILES (RIVIERE) A L'USINE DE POMPAGE A DEUX-MONTAGNES","QC","02","45.54056","-73.88667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA105","DEUX MONTAGNES (LAC DES) A POINTE-CALUMET","QC","02","45.48917","-73.97861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA107","OUTAOUAIS (RIVIERE DES) A TERRASSE-VAUDREUIL","QC","02","45.38906","-73.99811","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA108","CHÂTEAUGUAY (RIVIÈRE) À HUNTINGDON","QC","02","45.08710","-74.17190","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OA109","DU CHÊNE (RIVIERE) À LA PASSERELLE LAUZON SUR LA MONTÉE LAUZON","QC","02","45.55990","-73.97640","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OA110","NOIRE (RIVIÈRE) À L'ARTIFICE","QC","02","45.07660","-73.85000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA111","DES ANGLAIS (RIVIÈRE) À SAINT-CHRYSOSTOME","QC","02","45.10030","-73.76240","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OB001","L'ASSOMPTION (RIVIERE) A SAINT-COME","QC","02","46.27083","-73.77167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB002","L'ASSOMPTION (RIVIERE) A JOLIETTE NO.1","QC","02","46.01222","-73.42972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB003","QUAREAU (RIVIERE) A RAWDON","QC","02","46.04083","-73.71750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB004","L'ASSOMPTION (RIVIERE) A CHARLEMAGNE","QC","02","45.71750","-73.48389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB006","L'ASSOMPTION (RIVIERE) A L'ASSOMPTION","QC","02","45.82528","-73.42306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB007","L'ASSOMPTION (RIVIERE) A JOLIETTE NO.2","QC","02","46.01361","-73.43139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB008","L'ASSOMPTION (RIVIERE) AU PONT-ROUTE 158 À JOLIETTE","QC","02","46.01028","-73.42750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OB009","SAINT-LAURENT (FLEUVE) A REPENTIGNY","QC","02","45.74222","-73.43667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB010","SAINT-LAURENT (FLEUVE) A LAVALTRIE","QC","02","45.88333","-73.27361","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OB011","SAINT-LAURENT (FLEUVE) A LANORAIE","QC","02","45.95941","-73.21459","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OB012","ACHIGAN (RIVIERE DE L') ECHELLE NO.1","QC","02","45.92444","-73.95083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB013","ACHIGAN (RIVIERE DE L') ECHELLE NO.2","QC","02","45.92444","-73.95083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB014","ACHIGAN (RIVIERE DE L') ECHELLE NO.3","QC","02","45.92444","-73.95083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB016","OUAREAU (RIVIERE) A LA CENTRALE DE RAWDON","QC","02","46.04528","-73.73083","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OB017","OUAREAU (RIVIERE) AUX CHUTES DORWIN","QC","02","46.03000","-73.70528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OB018","ACHIGAN (LAC DE L')","QC","02","45.93806","-73.99333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB019","OUAREAU (LAC)","QC","02","46.28306","-74.16694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB020","ILES (LAC DES) A ENTRELACS","QC","02","46.09222","-74.03361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB028","ARCHAMBAULT (LAC)","QC","02","46.33750","-74.22889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB032","NOIRE (RIVIERE) A SAINTE EMELIE DE L'ENERGIE","QC","02","46.33944","-73.65194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OB033","SAINT-ESPRIT (RIVIERE) PRES DE L'EPIPHANIE","QC","02","45.86833","-73.48250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OB034","ROUGE (RIVIERE)","QC","02","45.98750","-73.49889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB035","BEAUPORT (RIVIERE) À 0,6 KM DE L'ACHIGAN","QC","02","45.89528","-73.86306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","MAR","DEC","Fermée"
"02OB036","ABERCROMBY (RIVIERE)","QC","02","45.86583","-73.90056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB037","ACHIGAN (RIVIERE DE L') A L'EPIPHANIE","QC","02","45.84639","-73.49306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OB038","SAINT-JOSEPH (RIVIERE)","QC","02","46.01417","-73.18667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OB039","POINT-DU-JOUR (RUISSEAU) A 0.3 KM DE L'EMBOUCHURE","QC","02","45.83806","-73.41444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OB040","POINT-DU-JOUR (RUISSEAU) A 4.0 KM DU RUISSEAU LAROCHELLE","QC","02","45.84861","-73.40861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OB045","CROCHE (LAC) A L'EXUTOIRE","QC","02","45.98944","-74.00528","UNIVERSITE DE MONTREAL","Continu","JAN","DEC","Fermée"
"02OB046","BAYONNE (RIVIÈRE) À ST-FÉLIX-DE-VALOIS","QC","02","46.15170","-73.39080","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OC001","LOUP (RIVIERE DU) PRES DE SAINT-PAULIN","QC","02","46.41778","-72.95583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OC002","MASKINONGE (RIVIERE) AU PONT DU C.N. PRÈS DE SAINTE-URSULE","QC","02","46.30111","-73.09667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OC003","SAINTE-PIERRE (LAC) A LOUISEVILLE","QC","02","46.22139","-72.92528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OC004","LOUP (RIVIERE DU) À 0,3 KM EN AVAL DU RUISSEAU CARUFEL","QC","02","46.60056","-73.18639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OC005","LOUP (RIVIERE DU) A LOUISEVILLE","QC","02","46.29639","-72.91278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OC006","MASKINONGE (RIVIERE) AU BARRAGE DE SAINT-DIDACE","QC","02","46.32917","-73.27778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OC007","MASKINONGE (LAC) A SAINT GABRIEL DE BRANDON","QC","02","46.32500","-73.39167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OC009","SACACOMIE (LAC)","QC","02","46.51278","-73.21278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OC010","SACACOMIE (RIVIERE) EN AVAL DU LAC SACACOMIE","QC","02","46.51194","-73.21083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OC011","SACACOMIE (DECHARGE DU LAC) EN AMONT DU LAC ROUGE","QC","02","46.49639","-73.24083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OC016","SAINT-PIERRE (LAC) AU CURB NO. 2","QC","02","46.19444","-72.89611","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02OC019","LOUP (RIVIERE DU) A LOUISEVILLE","QC","02","46.26500","-72.93694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OC021","MASTIGOUCHE (RIVIERE) EN AVAL DU LAC SAINTE-ROSE","QC","02","46.44000","-73.46167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OD001","NICOLET SUD-OUEST (RIVIERE) PRES D'ASBESTOS","QC","02","45.79167","-71.96917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OD003","NICOLET (RIVIERE) À 5,8 KM EN AVAL DE LA RIVIERE BULSTRODE","QC","02","46.05639","-72.30639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OD004","NICOLET SUD-OUEST (RIVIERE) A LA VISITATION","QC","02","46.12972","-72.59583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OD008","TROIS LACS (LES)","QC","02","45.80556","-71.90944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OD009","BEAUDET (RÉSERVOIR) À VICTORIAVILLE","QC","02","46.07000","-71.97694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OD010","BULSTRODE (RIVIERE) A SAINT-VALERE-1","QC","02","46.07000","-71.97889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OD011","BULSTRODE (RIVIERE) EN AMONT DE LA ROUTE NO. 116","QC","02","46.13861","-71.80944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD012","BULSTRODE (RIVIERE) A SAINT-VALERE-3","QC","02","46.06306","-72.02111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OD013","NOIRE (RIVIERE) PRES DE LA RIVIERE BULSTRODE-1","QC","02","46.11278","-72.05778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD014","NOIRE (RIVIERE) PRES DE LA RIVIERE BULSTRODE-2","QC","02","46.08444","-72.09472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD015","NICOLET (RIVIERE) A LA SORTIE DU LAC NICOLET","QC","02","45.82222","-71.59500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD017","DANVILLE (RIVIERE) EN AMONT DE LA ROUTE NO. 116","QC","02","45.75028","-71.99583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD018","SAULTS (RIVIERE DES) PRES DE LA RIVIERE NICOLET SUD-OUEST","QC","02","46.02417","-72.47917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OD019","PATATE (RUISSEAU A) PRES DE LA RIVIERE NICOLET SUD-OUEST","QC","02","45.96417","-72.22861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE001","SAINT-FRANCOIS (RIVIERE) À 0,6 KM EN AVAL DU BARRAGE JULES-ALLARD","QC","02","45.94083","-71.28111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE003","SAINT-FRANCOIS (RIVIERE) PRES DE BISHOPTON","QC","02","45.58056","-71.56472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE004","SAINT-FRANCOIS (RIVIERE) A ASCOT","QC","02","45.44639","-71.76639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","MAR","DEC","Fermée"
"02OE005","SAINT-FRANCOIS (RIVIERE) A SHERBROOKE","QC","02","45.40306","-71.88722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OE006","MAGOG (RIVIERE) A LA CENTRALE DE SHERBROOKE","QC","02","45.40556","-71.89417","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OE007","SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE WESTBURY","QC","02","45.49944","-71.61778","VILLE DE SHERBROOKE","Continu",,,"Fermée"
"02OE009","COATICOOK (RIVIERE) EN AMONT DE LA CENTRALE DE COATICOOK","QC","02","45.14472","-71.81250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE010","COATICOOK (RIVIERE) PRES DE NORTH-COATICOOK","QC","02","45.17361","-71.80250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE011","NIGER (RIVIERE) A LA CENTRALE DE MASSAWAPPI","QC","02","45.14639","-72.01917","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OE012","MEMPHREMAGOG (LAC) A MAGOG","QC","02","45.26754","-72.16150","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OE013","EATON (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS","QC","02","45.46750","-71.65500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE015","LOVERING (LAC)","QC","02","45.14667","-72.15417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE016","SAUMON (RIVIERE AU) PRES DE LA RIVIERE SAINT-FRANCOIS","QC","02","45.62167","-71.39333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE017","SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE WEEDON","QC","02","45.66194","-71.46389","VILLE DE SHERBROOKE","Continu",,,"Fermée"
"02OE018","HALL (RIVIERE) PRES D'EAST HEREFORD","QC","02","45.04472","-71.49833","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OE019","MASSAWAPPI (RIVIERE) À 1,6 KM EN AVAL DU LAC MASSAWIPPI","QC","02","45.28417","-71.96250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE021","ASCOT (RIVIERE) EN AMONT DU RUISSEAU HASELTINE","QC","02","45.30833","-71.76833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE022","COATICOOK (RIVIERE) À 1,3 KM EN AVAL DU PONT-ROUTE 143 À WATERVILLE","QC","02","45.28500","-71.89944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OE024","SAINT-FRANCOIS (RIVIERE) AU RESERVOIR SAINT-FRANCOIS","QC","02","45.94500","-71.27833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE025","SAINT-FRANCOIS (RIVIERE) AU RESERVOIR AYLMER A WEEDON","QC","02","45.76028","-71.40639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE026","EATON (RIVIERE. PRES DE LA RIVIERE SAINT-FRANCOIS-1","QC","02","45.46750","-71.65500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE027","EATON (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS-3","QC","02","45.46722","-71.65528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE028","ASCOT (RIVIERE) EN AMONT DE LA RIVIERE MOE","QC","02","45.31722","-71.81944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE031","BLUETS (RIVIERE AUX) A LA ROUTE NO. 108","QC","02","45.88333","-71.01694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE032","SAUMON (RIVIERE AU) À 1,9 KM EN AMONT DE LA MOFFAT","QC","02","45.58056","-71.38667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE033","EATON (RIVIERE) A SAWYERVILLE","QC","02","45.34056","-71.56778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE034","EATON (RIVIERE) EN AMONT DE LA RIVIERE CLIFTON","QC","02","45.33417","-71.53083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE035","EATON (RIVIERE) EN AMONT DE LA RIVIERE EATON NORD","QC","02","45.38722","-71.58750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE036","EATON NORD (RIVIERE) PRES DE LA RIVIERE EATON","QC","02","45.37528","-71.53000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE037","EATON NORD (RIVIERE) EN AMONT DU RUISSEAU AU PIN-1","QC","02","45.35722","-71.38500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE038","EATON NORD (RIVIERE) EN AMONT DU RUISSEAU AU PIN-2","QC","02","45.35722","-71.37556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE040","COATICOOK (RIVIERE) EN AMONT DU PONT A WATERVILLE","QC","02","45.27833","-71.89028","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE042","ASCOT (RIVIERE) PRES DU RUISSEAU HASELTINE","QC","02","45.32444","-71.77306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","JAN","DEC","Fermée"
"02OE043","MASSAWIPPI (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS","QC","02","45.36667","-71.85083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OE045","MASSAWIPPI (LAC) A NORTH HATLEY","QC","02","45.27583","-71.97417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE050","BIRCHTON (RUISSEAU) PRES DE LA RIVIERE EATON","QC","02","45.40444","-71.60250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers",,,"Fermée"
"02OE051","CLIFTON (RIVIERE) PRES DE LA RIVIERE EATON","QC","02","45.30306","-71.54333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE054","TOMIFOBIA (RIVIERE) A BOYNTON","QC","02","45.11028","-72.08333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE059","MAGOG (RIVIERE) A LA CENTRALE DE ROCK-FOREST","QC","02","45.34250","-71.99361","VILLE DE SHERBROOKE","Continu",,,"Fermée"
"02OE060","MAGOG (RIVIERE) A MAGOG","QC","02","45.26333","-72.14500","SOCIÉTÉ DOMINION TEXTILES COMPANY","Continu",,,"Fermée"
"02OE061","CANARD (RIVIERE AU) PRES DE WEEDON","QC","02","45.72861","-71.45333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE062","SAINT-FRANCOIS (RIVIERE) À 0,5 KM EN AVAL DE LA CENTRALE WEEDON","QC","02","45.65861","-71.46861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE066","LOUISE (LAC) À WEEDON","QC","02","45.73750","-71.42167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE067","MONTAGNE (RUISSEAU DE LA) EN AMONT DE RIVIERE AU SAUMON","QC","02","45.47000","-71.22972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OE070","SAINT-FRANCOIS (RIVIERE) À 0,1 KM EN AVAL DU BARRAGE AYLMER","QC","02","45.75972","-71.40694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE071","SAINT-FRANCOIS (RIVIERE) EN AVAL DU RESERVOIR AYLMER-2","QC","02","45.74889","-71.41083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OE072","AYLMER (LAC ) AU QUAI DE LA MUNICAPALITÉ DE STRATFORD","QC","02","45.80630","-71.32600","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OE073","LYSTER (LAC) AU BARRAGE À COATICOOK","QC","02","45.03640","-71.91180","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OF001","SAINT-FRANCOIS (RIVIERE) A RICHMOND-1","QC","02","45.65889","-72.14361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF002","SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE HEMMING-FALLS","QC","02","45.86167","-72.45306","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OF003","SAUMON (RIVIERE AU) PRES DE LA RIVIERE SAINT-FRANCOIS","QC","02","45.60500","-72.13972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF004","SAINT-FRANCOIS (RIVIERE) A WINDSOR","QC","02","45.56389","-72.00639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
